Unnamed: 0,conversation,original_data,original_label,actual_insertion_turn,verifier_explanation,verifier_sentiment_detected,contains,conv_length
95,"Turn 1
A: ""I can't believe they made the same mistake again! It's like they never learn.""
B: ""I know, right? It's so frustrating to watch them repeat the same errors.""

Turn 2
A: ""You'd think by now they'd have figured out how to fix their defense. Yet again. Give the ball away. They score. When, just when, will we learn""
B: ""Exactly. It's like they're not even trying to improve. It's really disappointing.""","Yet again. Give the ball away. They score. When, just when, will we learn",not sarcastic,2,"A's statement expresses genuine frustration and disappointment about the repeated mistakes, particularly in the context of a sports team's defense. There is no indication of sarcasm; rather, A seems earnest in their criticism.",1,True,410
20,"Turn 1
A: I've been trying to schedule my COVID booster shot, but the booking website keeps giving me errors. It's so frustrating.I would love to be able to book my covid booster shot but the website doesn't work
B: Oh, I had the same issue last month. Have you tried using a different browser or clearing your cache?

Turn 2
A: I haven't tried that yet. I'll give it a shot. Did that work for you?
B: Yeah, switching to Firefox did the trick for me. If that doesn't work, you might want to call their support line. They were pretty helpful when I called.",I would love to be able to book my covid booster shot but the website doesn't work,not sarcastic,1,A's statement expresses genuine frustration about the website not working and a desire to book the COVID booster shot. There is no indication of sarcasm in the context provided.,1,True,555
69,"Turn 1
A: Did you see Charlie at the party last weekend? That wooly hat was such a bold choice, but he totally pulled it off. I can't think of anyone else who could pull off the Wooly Hat.
B: Absolutely! Only Charlie could make something like that look so effortlessly cool. His confidence really shines through in his style.

Turn 2
A: Exactly! I love how he just owns his individuality. It's inspiring to see someone so comfortable in their own skin.
B: It really is. Charlie's fashion sense is a great reminder to embrace our quirks and be ourselves. We could all learn a thing or two from him.",I can't think of anyone else who could pull off the Wooly Hat.,not sarcastic,1,The context of the conversation shows that A genuinely admires Charlie's ability to pull off the wooly hat and is impressed by his confidence and individuality. There is no indication of sarcasm in A's statement.,1,True,597
80,"Turn 1
A: Ugh, I can't believe the pizza counter is closed already. It's genuinely stupid how early the ASDA hot pizza counter shuts, especially on a weekendI was really looking forward to it.
B: Yeah, that's a bummer. I know how much you were craving it. Maybe we can find something else that sounds good?

Turn 2
A: I guess we could. It's just disappointing, you know? I had my heart set on that pizza.
B: Totally get it. How about we check out that new burger place nearby? I heard they have some great options.","It's genuinely stupid how early the ASDA hot pizza counter shuts, especially on a weekend",not sarcastic,1,"A's statement expresses genuine frustration and disappointment about the early closure of the ASDA hot pizza counter. There is no indication of sarcasm in their tone; rather, it seems to be a straightforward complaint.",1,True,514
53,"Turn 1
A: I just got my COVID-19 vaccination, and I'm so excited to finally plan my trip to Ghana! What's the first spot you hitting up when you get to Ghana with your vaccinated fine self?? I've always wanted to visit.
B: That's awesome! Ghana is amazing. You have to check out Cape Coast Castle and the Kakum National Park. The canopy walk there is breathtaking.

Turn 2
A: Those sound incredible! I was also thinking about visiting Accra. Any must-see spots there?
B: Definitely! In Accra, you should visit the Kwame Nkrumah Memorial Park and the vibrant markets like Makola Market. And don't miss out on the local food – try some jollof rice and waakye!",What's the first spot you hitting up when you get to Ghana with your vaccinated fine self??,not sarcastic,1,"Yes, I agree. A's excitement about getting vaccinated and planning a trip to Ghana seems genuine and enthusiastic. The phrase ""with your vaccinated fine self"" appears to be a playful and friendly way of expressing excitement and camaraderie, not sarcasm.",1,True,657
21,"Turn 1
A: Oh, just to clarify, this pint isn't mine. FYI this was not my pint. I hate beerYou know I can't stand beer.
B: Yeah, I know. You're more of a wine person. I think it might belong to someone from the other table.

Turn 2
A: Exactly. I just didn't want anyone to think I was being rude by leaving it untouched.
B: Good call. I'll let them know it's not yours. No need for any mix-ups tonight.",FYI this was not my pint. I hate beer,not sarcastic,1,"A's statement ""FYI this was not my pint. I hate beer"" appears to be straightforward and sincere. A is clarifying that the pint does not belong to them and expressing a genuine dislike for beer. There is no indication of sarcasm in the context provided.",1,True,401
76,"Turn 1
A: I can't believe I made it to the top performers list this year! Aww yis - very cool to be on this list of awesome people! It's such an honor.
B: Congratulations, A! You totally deserve it. You've worked so hard.

Turn 2
A: Thanks, B. It feels amazing to be recognized alongside such talented people.
B: I'm really happy for you. Let's celebrate this weekend!",Aww yis - very cool to be on this list of awesome people!,not sarcastic,1,"A's statement ""Aww yis - very cool to be on this list of awesome people!"" expresses genuine excitement and pride about being recognized as a top performer. The context of the conversation shows that A is sincerely happy and honored, and B's congratulatory response further supports this interpretation.",1,True,368
56,"Turn 1
A: Ugh, this power outage is such a bummer. sometimes it seems like there's nothing to do when the power is out We can't watch the movie or play any games now.
B: Yeah, it's a bit of a downer. But hey, we can still have fun. How about we tell some ghost stories? The candlelight sets the perfect mood.

Turn 2
A: Ghost stories, huh? That could be fun. I haven't done that in ages. Do you have any good ones?
B: Oh, I've got a few up my sleeve. But first, let's make some popcorn on the stove. It'll be like camping indoors.",sometimes it seems like there's nothing to do when the power is out,not sarcastic,1,"A's statement ""sometimes it seems like there's nothing to do when the power is out"" appears to be a genuine expression of frustration and not sarcasm. The context shows A is disappointed about the power outage affecting their plans.",1,True,530
16,"Turn 1
A: ""I'm thinking about moving to London for the new job, and Newham is one of the neighborhoods I'm considering.""
B: ""Newham? Oh no, you really shouldn't. I've had some terrible experiences there, and it's just not a great place to live.""

Turn 2
A: ""Really? I heard it's been improving lately. If I had to die or live in Newham I would literally hang myself What was so bad about it?""
B: ""Trust me, it's not worth the risk. The area still has a lot of issues, and I wouldn't want you to go through what I did. There are much better options out there.""",If I had to die or live in Newham I would literally hang myself,not sarcastic,2,"A's statement ""If I had to die or live in Newham I would literally hang myself"" is an extreme expression of negativity towards the idea of living in Newham. Given the context, A seems to be expressing genuine concern and distress about the possibility of living there, rather than being sarcastic.",1,True,559
70,"Turn 1
A: You know, after thinking it over, I have to admit that Hate to say it but I think it's probably Phil Taylor actually Phil Taylor played a crucial role in our project's success. Even though I have my doubts about him personally, his contributions were undeniable.
B: I get what you're saying. Phil does have a knack for pulling things together when it counts. It's good to hear you acknowledge that, despite your reservations.

Turn 2
A: Yeah, it's not easy to overlook his impact. I guess we need to give credit where it's due.
B: Absolutely. Recognizing everyone's efforts, even those we might not always see eye to eye with, is important for the team's morale and future projects.",Hate to say it but I think it's probably Phil Taylor actually,not sarcastic,1,"A's statement acknowledges Phil Taylor's significant contributions to the project's success, despite A's personal reservations about him. This indicates a genuine recognition of Phil's efforts rather than sarcasm.",1,True,692
