Unnamed: 0,conversation,original_data,original_label,actual_insertion_turn,verifier_explanation,verifier_sentiment_detected,contains,conv_length
106,"Turn 1
A: Ugh, what a nightmare of a commute. I don't think I've ever been this soaked.
B: Tell me about it. Nothing like a good old British downpour to start the day, right?

Turn 2
A: Seriously, it's like the weather has a personal vendetta against us. I live for the great British weather!
B: Oh, absolutely. I just love how it waits until we're halfway to work to unleash its fury.",I live for the great British weather!,sarcastic,2,"Given the context of the conversation, where both A and B are complaining about the heavy rain during their commute, A's statement ""I live for the great British weather!"" is clearly sarcastic. They are expressing frustration rather than genuine appreciation.",1,True,385
86,"Turn 1
A: Ugh, I swear, if I have to stare at that spreadsheet for one more minute, my eyes might just fall out.
B: I hear you. Mondays are the worst, especially after a weekend that felt way too short.

Turn 2
A: Seriously, it's like I didn't even get a break. Can't wait to sit at my desk for 7 and half hours. Back working harder than me... I spent most of Sunday catching up on chores and now I'm back here, chained to my desk.
B: That sounds rough. Maybe we should plan a proper relaxing weekend soon, something to really recharge.",Can't wait to sit at my desk for 7 and half hours. Back working harder than me...,sarcastic,2,"Yes, A was being sarcastic. The phrase ""Can't wait to sit at my desk for 7 and half hours"" is clearly not something someone would genuinely look forward to, especially after expressing frustration about their current situation.",1,True,536
114,"Turn 1
A: Well, isn't this just the perfect way to spend a lunch break? Nothing like a surprise shower to keep things interesting.
B: Oh, absolutely. I was just thinking my day needed a little more excitement. Who needs dry clothes anyway?

Turn 2
A: Right? And the mud on my shoes? It's like a free spa treatment for my feet. I just love going out in the rain. It is so nice going to the park when it is pouring with rain. It is so cool to get mud in your hair and your socks drenched. I love it.
B: Totally! And the best part is, we get to sit in the office all afternoon feeling like we just swam through a swamp.",I just love going out in the rain. It is so nice going to the park when it is pouring with rain. It is so cool to get mud in your hair and your socks drenched. I love it.,sarcastic,2,"Yes, I agree that A was being sarcastic. The exaggerated enthusiasm for getting drenched and muddy, combined with the context of a surprise shower during a lunch break, suggests that A is not genuinely enjoying the situation but is instead using sarcasm to express their frustration or discomfort.",1,True,616
17,"Turn 1
A: I can't believe it's almost the anniversary of the album! I'm so excited to see if they'll release any new merch. I've been checking their website every day.
B: That's awesome! I know how much you love their stuff. Have you thought about setting aside a little bit each week to save up for it?

Turn 2
A: Yeah, I've been trying to, but things have been tight lately. Imagine you have absolutely NO money right now but you're STILL checking regularly for and Evermore anniversary merch drop :) Still, I can't help but get excited thinking about what they might come out with.
B: I totally get it. Maybe we can brainstorm some ways to cut back on small expenses together. That way, you can still enjoy the new merch without stressing too much about money.",Imagine you have absolutely NO money right now but you're STILL checking regularly for and Evermore anniversary merch drop :),not sarcastic,2,"A's statement seems to be a mix of humor and genuine excitement rather than sarcasm. They are expressing their enthusiasm for the potential merch drop despite their financial situation, which indicates a positive sentiment.",1,True,763
98,"Turn 1
A: I just can't believe we're here again. Another tragedy, and still no real action. It's like no one cares enough to actually do something about it.
B: I know, it's heartbreaking. But at least people are sending their thoughts and prayers. It shows they care, right?

Turn 2
A: Thoughts and prayers? Seriously? That's all we ever get, and nothing changes. Thoughts and prayers will actually work this time. Trust me It's just a way for people to feel better without actually doing anything.
B: I get your frustration, but maybe it's a start. Sometimes people need to process things before they can take action.",Thoughts and prayers will actually work this time. Trust me,sarcastic,2,"Yes, A was being sarcastic. The context shows A's frustration with the lack of real action and the repeated use of ""thoughts and prayers"" as a superficial response. The phrase ""Thoughts and prayers will actually work this time. Trust me"" is likely meant to highlight the ineffectiveness of such responses.",1,True,618
29,"Turn 1
A: I have an appointment to get vaccinated this afternoon. Off to get my jab to protect myself I'm a bit nervous about it.
B: Oh, I totally understand. I was a bit anxious too, but it went really smoothly. The staff were very professional and made me feel comfortable.

Turn 2
A: That's good to hear. I know it's important, especially with the recent health advisory from work.
B: Absolutely. It's a great step towards staying healthy and protecting everyone around us. Plus, it gives you peace of mind knowing you're doing your part.",Off to get my jab to protect myself,not sarcastic,1,"A's statement ""Off to get my jab to protect myself"" appears sincere and straightforward, indicating a genuine intention to get vaccinated for self-protection. There is no indication of sarcasm in the context provided.",1,True,541
33,"Turn 1
A: Hey, I have my COVID-19 booster appointment coming up next week, but it's scheduled for right after school. Anyone know if I can take my kids with me while I get my covid booster? The appointments in my area are all after school. Do you know if it's okay to bring the kids along?

B: Oh, I had the same issue last month. I ended up taking my kids with me, and it was totally fine. The clinic staff were really understanding and even had a little waiting area with some toys.

Turn 2
A: That's a relief to hear! I was worried they might not allow it or that the kids would get restless. Did you have to wait long?

B: Not really, we were in and out in about 30 minutes. I brought some snacks and their tablets just in case, but they were pretty entertained with what was there. Just make sure to bring masks for everyone.",Anyone know if I can take my kids with me while I get my covid booster? The appointments in my area are all after school.,not sarcastic,1,"Yes, I agree. A's question appears to be a genuine inquiry about the logistics of taking their kids to the COVID-19 booster appointment. There is no indication of sarcasm in the context provided.",1,True,830
42,"Turn 1
A: ""Hey, B. I'm finally home. Today was brutal; I didn't get a single break in those 12 hours.just finished such a long, 12 hour shift with no breaks. Tired is an understatement""
B: ""Oh no, you look exhausted! Come sit down. Do you want something to drink or eat?""

Turn 2
A: ""Thanks, I could really use a glass of water. I just need to sit for a minute. It was one thing after another at work today.""
B: ""Here you go. Take your time. Dinner's almost ready, and you can just relax for the rest of the evening. You deserve it.""","just finished such a long, 12 hour shift with no breaks. Tired is an understatement",not sarcastic,1,"A's statement about finishing a long, 12-hour shift with no breaks and being extremely tired appears to be a straightforward expression of exhaustion and not sarcasm. The context provided by A's detailed description of their day supports this interpretation.",1,True,533
96,"Turn 1
A: ""Well, isn't this project just the most 'rewarding' thing we've ever done?"" *rolls eyes* Wow, work is just so rewarding and fulfilling right now
B: ""I know, right? It's like we're running a marathon with no finish line in sight.""

Turn 2
A: ""I can't even remember the last time I had a full night's sleep. This is brutal.""
B: ""Same here. But hey, at least we're in this together. We'll get through it somehow.""","Wow, work is just so rewarding and fulfilling right now",sarcastic,1,"A's use of the phrase ""just the most 'rewarding' thing"" followed by rolling their eyes indicates sarcasm. They are implying the opposite of what the words literally mean, suggesting that the project is not rewarding or fulfilling at all.",1,True,420
115,"Turn 1
A: I can't believe how long we had to wait for our order. It's like they didn't even care that we were standing there.
B: Yeah, it was ridiculous. And when we finally got our food, it was cold. I mean, how hard is it to serve hot fries?

Turn 2
A: Exactly! And the burger was a mess. The lettuce was wilted, and the bun was soggy. McDonalds should be rebranded Fast Food & I'm lovin it?!? You having a laugh. 20 minutes wait, cold food and my burger looks like its been in a fight with Mike Tyson It's like they just threw it together without any effort.
B: I know, right? And don't even get me started on the drink. It was mostly ice with barely any soda. What a waste of money.","McDonalds should be rebranded Fast Food & I'm lovin it?!? You having a laugh. 20 minutes wait, cold food and my burger looks like its been in a fight with Mike Tyson",sarcastic,2,"Yes, A was being sarcastic. The statement ""McDonalds should be rebranded Fast Food & I'm lovin it?!? You having a laugh"" is clearly sarcastic because A is expressing frustration and disbelief at the poor service and quality of the food, which contradicts McDonald's slogan ""I'm lovin' it."" The exaggerated comparison of the burger looking like it ""has been in a fight with Mike Tyson"" further emphasizes the sarcasm.",1,True,686
